text,emotion
"বন্ধুরা আমি আজকে কমেন্ট করছি এর এই আলোচনার কারনে কারন, সত্য পেয়েছি তাই আগে করিনি আজ বুজলাম তাই বলছি সে একটা দালাল এবং নিজেই এ্কটা রাজাকারের বংশদর পাশাপাশি সে একটা কুত্তার বাচ্ছা মাদারচুদ
",disgust
"এমরান,মাগির,ফলারে,জুতা,মারি
",anger
"এমরান,মাগির,ফলারে,জুতা,মারি
",anger
"একটা পুরুস শয়তান সাথে দুইটা কিযে বলব নিজের উপড়ই লজ্জা লাগছে৷আমিও একজন নারী৷
",disgust
"সুলতানাক‌ে ,অপু‌ক‌ে গুয়া মারা উচিত এমরান ক‌ে দি‌য়ে
",anger
"সুলতানাক‌ে ,অপু‌ক‌ে গুয়া মারা উচিত এমরান ক‌ে দি‌য়ে
",anger
"মাদার চোদ ইমরান তোর গালে জুতা মারি,
",anger
"মুফতি সাহেব দেখি গায়ের জোরে মিথ্যা বলেই যাচ্ছে। এই যদি হয় আলেমদের চরিত্র!! এদের কারনেই আজ শান্তির ধর্ম ইসলাম কলঙ্কিত হচ্ছে।
",disgust
"কোন শয়তান ও বিশ্বাস করবেনা যে আলেম ওলামারা এবং হেফাজত কোরআন পুড়িয়েছে !যদি শয়তানের চেয়ে নিক্রিষ্ট কোন লোক থাকে তাহলে তারা হল ইমরান সরকার,সুলতানা কামাল,অপু উকিল
",anger
"কোন শয়তান ও বিশ্বাস করবেনা যে আলেম ওলামারা এবং হেফাজত কোরআন পুড়িয়েছে !যদি শয়তানের চেয়ে নিক্রিষ্ট কোন লোক থাকে তাহলে তারা হল ইমরান সরকার,সুলতানা কামাল,অপু উকিল
",disgust
"কুত্তার বাচ্চারা ,তোদের মা,বোনদের চুদতে ডাক্তার ইমরান এইচ সরকার একাই যথেষ্ট ।
",anger
"তিন কুত্তা কুত্তী মিলে একজনের পিছে লাগছে।
",anger
"বড় মাপের তিন নাস্তিক
",disgust
"আর মা বন সবার আছে ওখানে যারা আছে তাদের প্রথম কাজ ইসলাম গ্রহন করা পরদা করে আসা এবং সব সময় পর্দার আরালে থাকা ,, তার পর ইসলামের কথা বলা ,, আপনি এমেরিকার , লন্ডন এসবের কথা দেখান কেন ? আপনি এটা সরন করেন আর বিসষাস করেন , রাসুল ( সা:) এর সাফাইয়াত ছারা কোন মাপ পাইবেন না সেই দেশের কথা কাজ বলেন এবং নিজে ও শিক্ষা নেন
",none
"আর মা বন সবার আছে ওখানে যারা আছে তাদের প্রথম কাজ ইসলাম গ্রহন করা পরদা করে আসা এবং সব সময় পর্দার আরালে থাকা ,, তার পর ইসলামের কথা বলা ,, আপনি এমেরিকার , লন্ডন এসবের কথা দেখান কেন ? আপনি এটা সরন করেন আর বিসষাস করেন , রাসুল ( সা:) এর সাফাইয়াত ছারা কোন মাপ পাইবেন না সেই দেশের কথা কাজ বলেন এবং নিজে ও শিক্ষা নেন
",none
